Ticker,Current_Price,High_52W,Pct_From_High,Avg_Volume,Return_1W,Return_1M,Return_3M,Return_6M,RS_Composite,EMA_10,EMA_20,SMA_50,SMA_100,SMA_200,RS_Percentile
HFCL.NS,245.5,256.70001220703125,-4.363074279092094,29047001.80952381,8.498694199158386,14.591109832581385,42.848829936064206,240.68832683539566,1.1289807110140964,238.91349363738811,233.35507761594545,219.49479888916017,191.8587995147705,131.12829984664916,98
BLISSGVS.NS,709.0,725.9000244140625,-2.3281476574827265,2402774.717131474,12.468269756016227,47.769907886269024,62.72775920856879,218.53108197476968,1.1703156910533394,647.5141482050731,604.1538739371341,529.5630053710937,448.34244140625,320.61574012756347,98
SHILPAMED.NS,958.7000122070312,980.0999755859375,-2.183446986223281,867712.374501992,7.823082274220683,18.791657855991375,78.02765687503698,183.2723951119575,1.0125789490591446,921.7375140059384,872.6915072855987,733.4933752441407,613.9539608764649,472.25220184326173,98
UFBL.NS,710.0,850.0,-16.470588235294116,201260.3064516129,-2.4189082155705366,-12.08518803076063,26.695212182111305,198.8970363170624,0.8490844975374917,731.086290775716,742.5430135385079,730.9719946289063,600.0286972045899,408.3029485321045,97
SBCL.NS,1131.300048828125,1215.699951171875,-6.942494507990449,345383.2610441767,5.7289765259930014,23.093035248286697,58.65133839881742,174.07247493305377,0.9241589619512338,1080.384235874658,1029.8130040334213,875.8523181152344,773.5665435791016,608.2125834655761,97
JINDWORLD.NS,54.27000045776367,61.9900016784668,-12.453623183857388,6474819.392857143,35.033596198477035,49.17536796151414,81.6873081117613,148.0347465235562,0.9705852425510141,48.854438657835566,44.192610093683314,37.26140022277832,32.88100009918213,29.611450052261354,97
WHEELS.NS,2367.60009765625,2417.39990234375,-2.060056535917676,135663.14741035856,53.560774593034324,67.71269954999055,46.79319722413031,156.65868695882486,0.9560005132007058,1746.1967999014548,1627.3729215638941,1499.7460034179687,1478.6330395507812,1178.9233282470702,97
VINDHYATEL.NS,2883.39990234375,2952.60009765625,-2.3437036179545845,52497.75697211155,11.90281976884382,18.249672646897388,46.12054022902896,156.93747583815627,0.8145136891023506,2676.6256875124677,2554.952072888366,2233.8378125,2035.9677673339843,1640.4470483398438,97
INDOTECH.NS,3658.5,4030.0,-9.218362282878411,37882.726907630524,-1.2097331633255437,-3.535835421697142,42.359630297796656,176.94928084784257,0.8265946102780404,3674.6566314050115,3660.23084297578,3511.5699951171873,3059.0049951171877,2260.8029962158203,97
BLUSPRING.NS,127.5,139.8000030517578,-8.798285252686311,538813.6294820717,-3.729992713939878,8.188376453817249,44.296060569586615,166.6248448633928,0.8120343213560257,129.22080141244788,126.06276255537072,117.85560028076172,99.71090030670166,80.3135001373291,97
BIRLACABLE.NS,356.8500061035156,376.54998779296875,-5.2317042432847956,77949.3092369478,15.164920600715504,40.37606572473664,85.5751952777063,158.19623933526276,0.9854275952243589,329.0877604803724,302.78231561747754,241.14971435546875,212.0773747253418,173.25439765930176,97
E2E.NS,609.9500122070312,698.0,-12.61461143165742,1447889.8167330676,-1.7635709094011798,1.1861354609911112,65.29810628916837,151.8269251061913,0.8038107193048515,611.3312070685273,604.4757353155757,532.7960034179688,448.2287014770508,338.2762506866455,97
AEROFLEX.NS,567.4500122070312,584.1500244140625,-2.8588567164372525,1979029.796812749,2.789606875208883,34.866313061682995,39.025584347477334,157.60307335941567,0.8200112794786697,540.9255093635894,516.1660640461635,461.57428100585935,430.9701931762695,319.8793864440918,97
FCL.NS,58.290000915527344,59.970001220703125,-2.8014011522077498,12362335.555555556,18.622214959463324,35.72986013149308,48.96672946578504,158.98919229637877,0.8729388928053198,52.96871814696724,49.772354722512716,43.085903854370116,38.79361652374268,31.033027601242065,97
SUDEEPPHRM.NS,1349.4000244140625,1378.0,-2.075469926410556,553458.443877551,9.627101929452708,28.111645481776137,85.2269327493937,127.51596084990476,0.8315950345408052,1255.6222983076455,1180.7377461149433,995.4566564941406,861.5629766845703,,97
CONFIPET.NS,86.7300033569336,88.2699966430664,-1.7446395657632285,2444871.5833333335,5.063598001995184,10.59679339711983,23.161041766656652,193.2048802590641,0.8685598311324613,82.0668649911374,80.09177473708122,77.24980041503906,71.14060024261475,53.989450187683104,97
YASHO.NS,4065.10009765625,4994.0,-18.600318428989794,32366.024096385543,-4.794128914581086,-3.2418468893671504,59.241413086608354,182.16749045624786,0.8951163783915012,4164.090122970277,4145.018489192151,3713.5397216796873,2925.153654785156,2181.649602661133,97
DIACABS.NS,332.8999938964844,379.0,-12.163590000927604,3269429.804,-4.146269623559117,-8.556515572306257,68.98476847537279,146.976786466487,0.7736021505238948,337.4835087355113,337.411781566482,302.0063998413086,244.97199981689454,190.04534980773926,96
RATNAVEER.NS,294.20001220703125,314.8999938964844,-6.57350971440721,2565448.196,0.9782069826018924,41.5171547793465,83.99000840330841,110.1128433295544,0.7764339150694377,288.5601180727068,270.9113817919036,219.86082977294922,196.1318145751953,173.00330711364745,96
MARINE.NS,424.70001220703125,450.0,-5.622219509548609,654563.0278884462,-1.826165923491463,19.583280164948746,82.43127432975541,125.9884152391407,0.788587878352235,412.7054026838507,389.9445019854764,322.06200134277344,282.7047006225586,238.7542002105713,96
TFCILTD.NS,140.89999389648438,147.64999389648438,-4.571622268221931,8932705.031872509,-0.12051706167678367,22.927428393346073,91.50484936035063,112.76398864017199,0.7713048423667551,140.1976640108963,133.12724747315872,107.82363845825195,91.37287635803223,79.10762571334838,96
DEEPINDS.NS,812.7999877929688,825.0,-1.4787893584280343,372496.73705179285,22.225562074130643,25.91986766651797,62.01306502523525,135.02744960586278,0.8002142909063235,741.5597957231311,700.5647951163998,589.7949548339843,535.4675936889648,471.532313079834,96
SKYGOLD.NS,815.3499755859375,868.7999877929688,-6.152165395721454,1104839.5515873015,8.265834818487061,3.2023274709040983,60.202368804398134,138.8254218402708,0.7505792835345727,795.4649276930162,782.0607727102031,710.7299975585937,600.3354986572266,471.45949890136717,96
OMNI.NS,534.1500244140625,764.8499755859375,-30.162771593885452,1091726.1307692307,-0.2707153170215859,-3.3824639590615657,17.913912674185983,176.84773383180504,0.7540970301146335,541.5648507494818,555.3234100605151,567.8519989013672,509.09629974365237,,96
